TrainLoss,TrainAcc,ValLoss,ValAcc,TestAcc,TestLoss
3.2790157173122765,9.169317780134323,2.336925190952625,11.97635135135135,54.628378378378386,1.4501995286538534
3.1396601824966703,15.206786850477199,2.188506472508917,15.625,54.628378378378386,1.4501995286538534
2.9848177765667487,17.101449275362317,2.0555457360590035,16.25,54.628378378378386,1.4501995286538534
2.8535750661490833,18.981972428419937,1.934151529541865,16.756756756756758,54.628378378378386,1.4501995286538534
2.7281744691454017,20.96854012018381,1.84300375271302,18.68243243243243,54.628378378378386,1.4501995286538534
2.6190308900684296,23.609049133969602,1.7694610044480819,21.06418918918919,54.628378378378386,1.4501995286538534
2.5164484728484764,26.648992576882293,1.6838048210269527,23.14189189189189,54.628378378378386,1.4501995286538534
2.4114259111871146,29.6147048427006,1.5946060674875855,25.304054054054053,54.628378378378386,1.4501995286538534
2.305857380938995,32.764227642276424,1.4844478066211286,27.58445945945946,54.628378378378386,1.4501995286538534
2.2034535272531937,34.90986214209968,1.4075328298968826,31.114864864864867,54.628378378378386,1.4501995286538534
2.0859692575974016,38.58960763520678,1.319641074701118,31.722972972972975,54.628378378378386,1.4501995286538534
1.9812583008289741,41.02156238953694,1.2534976328613787,33.648648648648646,54.628378378378386,1.4501995286538534
1.8819949069298152,43.637327677624604,1.1753627596053517,34.86486486486486,54.628378378378386,1.4501995286538534
1.803137717002322,45.358784022622835,1.1160904734663153,37.24662162162162,54.628378378378386,1.4501995286538534
1.7243352015712081,47.68469423824673,1.0687763753539397,38.85135135135135,54.628378378378386,1.4501995286538534
