TrainLoss,TrainAcc,ValLoss,ValAcc,TestAcc,TestLoss
3.4573680421272712,16.815129020855426,1.6075733480786505,26.097972972972972,81.58783783783784,0.4970913124951459
1.9094959564437495,42.30823612583952,1.062074836098442,39.66216216216216,81.58783783783784,0.4970913124951459
1.377185661614295,56.40862495581478,0.8190426255365634,45.27027027027027,81.58783783783784,0.4970913124951459
1.0767585269417976,64.32661717921528,0.6685559718403258,49.375,81.58783783783784,0.4970913124951459
0.8868311310220159,70.02120890774125,0.5764526061630979,52.11148648648649,81.58783783783784,0.4970913124951459
0.7525421897545015,74.07211028632025,0.5345657400984889,52.75337837837838,81.58783783783784,0.4970913124951459
0.6610105490853869,76.68434075645104,0.49247814608617757,53.918918918918926,81.58783783783784,0.4970913124951459
0.5892779303286493,79.15517850830682,0.4439950138107173,56.41891891891891,81.58783783783784,0.4970913124951459
0.5360049508603651,80.76705549664193,0.4346731873542719,56.45270270270271,81.58783783783784,0.4970913124951459
0.4830648543074588,82.4531636620714,0.4087535543032116,57.39864864864865,81.58783783783784,0.4970913124951459
0.4365025787934996,83.81406857546835,0.3957977884921693,57.55067567567568,81.58783783783784,0.4970913124951459
0.4108571832840812,84.60233297985154,0.39461400933207097,58.22635135135135,81.58783783783784,0.4970913124951459
0.3799093929741475,85.78296217744786,0.38085175245757974,58.20945945945945,81.58783783783784,0.4970913124951459
0.3580699627231601,86.45811240721103,0.3512895684109711,58.86824324324324,81.58783783783784,0.4970913124951459
0.3356588224705034,87.21456344998234,0.3717181031716434,58.12500000000001,81.58783783783784,0.4970913124951459
